"","lat","long","datasetKey","citation"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.34740"," -80.18007","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","44.56340"," -76.55260","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.70300"," -79.40200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","60.46309","-151.05827","ecca1a3e-3b7d-4229-8a7a-d106997e6d03",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.56582"," -79.67030","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","38.89200"," -78.16700","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.73430"," -79.35820","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.73430"," -79.35820","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.73430"," -79.35820","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","42.94800"," -80.44200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","42.94800"," -80.44200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","42.94800"," -80.44200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37400"," -80.35400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37400"," -80.35400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37400"," -80.35400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","37.93120"," -78.95070","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","42.95000"," -80.44000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.73000"," -79.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","42.95000"," -80.44000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.35000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.73000"," -79.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.73000"," -79.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","42.95000"," -80.44000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37386"," -80.35400","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37386"," -80.35400","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37386"," -80.35400","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37386"," -80.35400","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","f9a70dab-004b-45ad-90cb-24d8ff645b44",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","44.31800"," -78.37200","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37050"," -80.36410","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36400","09e90dfb-5b1b-4dd9-a796-e2fba53d26f0",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","15.48900"," -88.23600","040c5662-da76-4782-a48e-cdea1892d14c",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Drosophila_affinis","43.37000"," -80.36000","d8cd16ba-bb74-4420-821e-083f2bac17c2",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
